unique_id,product_name,sub_category_name,brand,price,currency,grammage_quantity,grammage_unit,color_variant,rating,review_count,ingredients,features,warning,Instructions,images,breadcrumbs,pdp_url,company_address,part_number,description,manufactured,competitor_name,site_shown_up
4250035246942,"Svinčnik za oči LONGLASTING 01 Black Fever, 0,28 g",Svinčniki za oči,essence,1.70,EUR,1,kos,,4.67,529,"INGREDIENTS: METHYL TRIMETHICONE, ORYZA SATIVA CERA (ORYZA SATIVA (RICE) BRAN WAX), TRIMETHYLSILOXYSILICATE, OCTYLDODECANOL, ACRYLATES/DIMETHICONE COPOLYMER, DISTEARDIMONIUM HECTORITE, PROPYLENE CARBONATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE). Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Področje uporabe: obraz Osnovna barva: črni odtenki Učinek: dolgoobstojen Tekstura / konsistenca / nanos: svinčnik Tip kože: vsi tipi kože Lastnosti izdelka: brez alkohola, ne vsebuje acetona, brez parafina/mineralnega olja, vegansko",,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747492631/assets/pas/images/119eaf48-fa01-43d2-9fb5-cdc72cd0c045/essence-svincnik-za-oci-longlasting-01-black-fever, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747492202/assets/pas/images/112a9277-b695-4f45-83ed-0bc4a023e8ab/essence-svincnik-za-oci-longlasting-01-black-fever",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1202661/essence-svincnik-za-oci-longlasting-01-black-fever,"cosnova Eastern Europe d.o.o. Roberta Frangeša Mihanovića 9, 10000 Zagreb, Hrvatska info@cosnova.com",1202661,"Odtenek: 01 Black Fever Natančen in enostaven nanos Obstojen do 18 ur Kremast namaz in vodoodporna formula Veganska formula s hialuronom in glicerinom essence cosmetics LONGLASTING svinčnik za oči v odtenku 01 Black Fever omogoča izjemno enostaven in precizen nanos. Barvica je obstojna tudi do 18 ur, poleg tega je tudi vodoodporna, zato še bolje kljubuje vsem zunanjim vplivom, ki bi vam sicer utegnili razmazati eyeliner. Svinčnik za oči zagotavlja intenzivno in dolgotrajno barvo. Z inovativnim mehanizmom za zasuk ne rabite skrbeti, da bi se svinčnik razmazal in umazal vašo najljubšo toaletno torbico, saj ga po nanosu enostavno ponovno zasukate in pospravite. Poleg barv, kot so črna, rjava in temno siva, so zdaj na voljo tudi modni odtenki, kot so modra, zelena in druge svetleče barve.",,dm,1 kos
50544691,"Svinčnik za oči Kohl Pencil 020 Black, 4 g",Svinčniki za oči,MAX FACTOR,7.85,EUR,1,kos,"Black,Ice Blue,Brown,Cobalt Blue,Olive",4.64,78,"Hydrogenated Palm Oil, Hydrogenated Coco-Glycerides, Caprylic/Capric Triglyceride, Hydroxylated Lanolin, Synthetic Beeswax, Dimethicone, Stearalkonium Hectorite, Propylparaben, Propylene Carbonate, Tocopherol, Ascorbyl Palmitate, Lecithin, Glyceryl Stearate, Glyceryl Oleate, Citric Acid [+/- CI 75470, CI 77000, CI 77007, CI 77019, CI 77491, CI 77492, CI 77499, CI 77510, CI 77742, CI 77891] Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Osnovna barva: črni odtenki,,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747731767/assets/pas/images/40631127-a135-4435-92be-43f080365a02/max-factor-svincnik-za-oci-kohl-pencil-020-black",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1021916/max-factor-svincnik-za-oci-kohl-pencil-020-black,"Orbico d.o.o. Verovškova 72, Ljubljana info.si@orbico.com",1021916,"Idealno za občutljive oči Izjemno mehko pisalo Natančno nanašanje »Smokey eyes« efekt Max Factor svinčnik za oči Kohl Pencil je idealen za občutljive oči. Čvrsta tekstura omogoča natančno nanašanje, hkrati pa je tekstura dovolj mehka za senčenje vek in ustvarjanje odličnega »smokey eyes« efekta.",,dm,1 kos
3607346353813,"Svinčnik za oči Kohl Kajal Liner 001 Black, 1 g",Svinčniki za oči,MAX FACTOR,8.65,EUR,1,kos,,4.68,98,"Isododecane, Polyethylene, Synthetic Wax, Mica, Ethylene/ Propylene Copolymer, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Polycyclopentadiene, Polybutene, ctyldodecanol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Nicotinate, Tocopherol, Ascorbyl Palmitate, Ethylhexyl Palmitate, Butyrospermum Parkii (Shea) Butter, Echium Plantagineum Seed Oil, Silica Dimethyl Silylate, Butylene Glycol, Caprylyl Glycol, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil, Hexylene Glycol, Phenoxyethanol, Sodium Hyaluronate, [May Contain/Peut Contenir/+/-:Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Ultramarines (CI 77007), D&C Black No. 2 (CI 77266), Ferric Ferrocyanide (CI 77510)] Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",,,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747422549/assets/pas/images/6e9c046a-04d2-450e-b4d2-b1dd3777f18c/max-factor-svincnik-za-oci-kohl-kajal-liner-001-black, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747422548/assets/pas/images/bdc83424-1923-41c4-8476-23d01ec9877f/max-factor-svincnik-za-oci-kohl-kajal-liner-001-black",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1460207/max-factor-svincnik-za-oci-kohl-kajal-liner-001-black,"Orbico d.o.o. Verovškova 72, Ljubljana info.si@orbico.com",1460207,"Intenziven videz Do 24 ur Enakomeren nanos Mehka formulacija Intenzivno črn odtenek Max Factor svinčnik za oči Kohl Kajal Liner ustvari intenziven videz oči, ki traja ves dan. Mehka formulacija omogoča enakomeren nanos in je primerna za občutljive oči, prav tako pa navduši z intenzivno črnim odtenkom.",,dm,1 kos
8011607069644,"Svinčnik za oči Multiplay 3v1, 09 Deep Black, 1,2 g",Svinčniki za oči,PUPA,16.95,EUR,1,kos,,,,"""cyclopentasiloxane, isododecane, polybutene, synthetic wax, simmondsia chinensis (jojoba) seed oil, hydrogenated cottonseed oil, ceresin, ozokerite, cera microcristallina (microcrystalline wax), tocopherol, ascorbyl palmitate, phenoxyethanol Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",,,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747522127/assets/pas/images/acad01f7-4d9f-4427-922b-aa0c5ed5a839/pupa-svincnik-za-oci-multiplay-3v1-09-deep-black, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747522980/assets/pas/images/2c049b68-2297-420d-a1b0-d9034692b2c6/pupa-svincnik-za-oci-multiplay-3v1-09-deep-black",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/2286142/pupa-svincnik-za-oci-multiplay-3v1-09-deep-black,"Orbico d.o.o. Verovškova 72, Ljubljana info.si@orbico.com",2286142,"Črtalo, kajal in senčilo za oči Mehka tekstura Intenzivna barva Primerno tudi za vse z občutljivimi očmi ter ljudi, ki nosijo kontaktne leče Brez parabenov PUPA svinčnik za oči Multiplay je vse kar potrebujete za popoln make-up za oči. Vsestranski pripomoček je črtalo, kajal in senčilo za oči v enem. Tekstura je izredno mehka in gladka, barva pa intenzivna. Za čudovito poudarjene oči izberite PUPA Multiplay.",,dm,1 kos
4250035246959,"Svinčnik za oči LONGLASTING 02 Hot Chocolate, 0,28 g",Svinčniki za oči,essence,1.70,EUR,1,kos,"LONGLASTING Sparkling Black,LONGLASTING Hot Chocolate,rjava,LONGLASTING Sparkling Brown",4.67,530,"CYCLOPENTASILOXANE, SYNTHETIC BEESWAX, CERA MICROCRISTALLINA (MICROCRYSTALLINE WAX), MICA, TRIMETHYLSILOXYSILICATE, VP/HEXADECENE COPOLYMER, MYRISTYL LACTATE, TOCOPHEROL, C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER, MYRISTYL ALCOHOL, LECITHIN, ASCORBYL PALMITATE, GLYCERYL STEARATE, MAGNESIUM SILICATE, GLYCERYL OLEATE, CITRIC ACID, CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES). Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Področje uporabe: obraz Osnovna barva: rjava Učinek: dolgoobstojen Tekstura / konsistenca / nanos: svinčnik Tip kože: vsi tipi kože Lastnosti izdelka: brez alkohola, ne vsebuje acetona, brez parafina/mineralnega olja, vegansko",,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747492630/assets/pas/images/99624a7b-63ce-494c-ae73-27ad0a5c10da/essence-svincnik-za-oci-longlasting-02-hot-chocolate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747492620/assets/pas/images/c9c9bda7-1c73-4eb1-b098-d885cd4d0dfd/essence-svincnik-za-oci-longlasting-02-hot-chocolate",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1202662/essence-svincnik-za-oci-longlasting-02-hot-chocolate,"cosnova Eastern Europe d.o.o. Roberta Frangeša Mihanovića 9, 10000 Zagreb, Hrvatska info@cosnova.com",1202662,"Odtenek: 02 Hot Chocolate Natančen in enostaven nanos Obstojen do 18 ur Kremast namaz in vodoodporna formula Veganska formula s hialuronom in glicerinom essence cosmetics LONGLASTING svinčnik za oči v odtenku 02 Hot Chocolate omogoča izjemno enostaven in precizen nanos. Barvica je obstojna tudi do 18 ur, poleg tega je tudi vodoodporna, zato še bolje kljubuje vsem zunanjim vplivom, ki bi vam sicer utegnili razmazati eyeliner. Svinčnik za oči zagotavlja intenzivno in dolgotrajno barvo. Z inovativnim mehanizmom za zasuk ne rabite skrbeti, da bi se svinčnik razmazal in umazal vašo najljubšo toaletno torbico, saj ga po nanosu enostavno ponovno zasukate in pospravite. Poleg barv, kot so črna, rjava in temno siva, so zdaj na voljo tudi modni odtenki, kot so modra, zelena in druge svetleče barve.",,dm,1 kos
4010355273369,"Svinčnik za oči Kajal, 01 Črna, 1,1 g",Svinčniki za oči,alverde NATURKOSMETIK,1.95,EUR,1,kos,"Antracit,Črna,Bela",4.46,80,"Octyldocecyl Stearoyl Stearate, C10-18 Triglycerides, Hydrogenated Vegetable Oil, Prunus Amygdalus Dulcis Oil, Copernicia Cerifera Cera, Olus Oil, Euphorbia Cerifera Cera, Mica, Sesamum Indicum Seed Oil, Polyglyceryl-3 Diisostearate, Glyceryl Caprylate, Tocopherol, CI 77891, CI 77499. iz kontrolirane ekološke pridelave naravna eterična olja Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Tip kože: vsi tipi kože Lastnosti izdelka: vegansko,,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747437485/assets/pas/images/c3fe21cb-bb13-4c59-aa15-529151deb92a/alverde-naturkosmetik-svincnik-za-oci-kajal-01-crna, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747437486/assets/pas/images/fc51dfe4-729d-4307-bed6-e03db8aae841/alverde-naturkosmetik-svincnik-za-oci-kajal-01-crna",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1208150/alverde-naturkosmetik-svincnik-za-oci-kajal-01-crna,"dm-drogerie markt Am dm-Platz 1, DE-76227 Karlsruhe service@dm.de",1208150,"Odtenek: 01 Črna Kremna tekstura Obogaten z organskim kokosovim oljem Dolgoobstojna formula Certificirana naravna kozmetika Z alverde NATURKOSMETIK svinčnikom za oči Kajal lahko vaš pogled zasije z izrazitimi linijami ali nežno zabrisanimi odtenki. Njegova kremasta tekstura obogatena s kokosovim oljem omogoča lahkotno drsenje ob nanosu, hkrati pa prispeva k obstojnosti vaše kreacije. Izdelek je prejel dermatološko in oftamološko potrditev nežnosti, kar poudarja njegovo zavezanost k vašemu zdravju in udobju. Poživite svoj videz z dotikom narave s certificirano naravno kozmetiko alverde.",,dm,1 kos
4059729329264,"Gel svinčnik za oči 20H Ultra Precision 010 Black, 0,28 g",Svinčniki za oči,CATRICE,2.60,EUR,1,kos,"Black,blue,Warm Green,Grey,Mauve,Brownie,Blue,gold",4.18,74,"INGREDIENTS: DIMETHICONE, TRIMETHYLSILOXYSILICATE, SYNTHETIC WAX, ACRYLATES/STEARYL ACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER, POLYISOBUTENE, HYDROGENATED VEGETABLE OIL, DISTEARDIMONIUM HECTORITE, ISOBUTYL STEARATE, PROPYLENE CARBONATE, SYNTHETIC FLUORPHLOGOPITE, CALCIUM SODIUM BOROSILICATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TIN OXIDE, CI 77266 (BLACK 2) (NANO), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE). Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Osnovna barva: črni odtenki Tekstura / konsistenca / nanos: gel,,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747461955/assets/pas/images/df7f488f-1335-4e12-8cbf-879f2c987965/catrice-gel-svincnik-za-oci-20h-ultra-precision-010-black, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747461728/assets/pas/images/3c83d8e0-79c4-4ac0-a39e-13733a01d180/catrice-gel-svincnik-za-oci-20h-ultra-precision-010-black, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1780705458/assets/pas/images/237a367c-d1f7-493d-acb3-89a4978cac58/catrice-gel-svincnik-za-oci-20h-ultra-precision-010-black",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1601144/catrice-gel-svincnik-za-oci-20h-ultra-precision-010-black,"cosnova Eastern Europe d.o.o. Roberta Frangeša Mihanovića 9, 10000 Zagreb, Hrvatska info@cosnova.com",1601144,"2 mm konica Izjemno natančen nanos Mehka, vodoodporna gel tekstura Intenzivna barvna prekrivnost Obstojno so 20 ur Catrice gel svinčnik za oči 20H Ultra Precision ima konico s premerom 2 mm, ki se lahko obrača in tako omogoča izjemno natančen nanos. Mehka, vodoodporna gel tekstura svinčnika ima zelo intenzivno barvno prekrivnost ter je obstojna do 20 ur. Catrice svinčnik za oči 20H Ultra Precision nudi popoln odtenek za vsako barvo oči.",,dm,1 kos
4059729337191,"Svinčnik za oči LONGLASTING 34 Sparkling Black, 0,28 g",Svinčniki za oči,essence,1.70,EUR,1,kos,"LONGLASTING Sparkling Black,LONGLASTING Hot Chocolate,rjava,LONGLASTING Sparkling Brown",4.65,99,"INGREDIENTS: METHYL TRIMETHICONE, ORYZA SATIVA CERA (ORYZA SATIVA (RICE) BRAN WAX), TRIMETHYLSILOXYSILICATE, OCTYLDODECANOL, CALCIUM SODIUM BOROSILICATE, ACRYLATES/DIMETHICONE COPOLYMER, SYNTHETIC FLUORPHLOGOPITE, DISTEARDIMONIUM HECTORITE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TIN OXIDE, PROPYLENE CARBONATE, CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE). Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Področje uporabe: obraz Osnovna barva: črni odtenki Učinek: dolgoobstojen, sijoč Tekstura / konsistenca / nanos: svinčnik Tip kože: vsi tipi kože Lastnosti izdelka: vodoodporno, ne vsebuje acetona, brez olj/maščob, brez alkohola",,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747462109/assets/pas/images/0fd55a95-8399-4dff-849d-1080dc8d981e/essence-svincnik-za-oci-longlasting-34-sparkling-black, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747462109/assets/pas/images/e7a15dad-8ae2-4cb9-8b14-a911ab5dde71/essence-svincnik-za-oci-longlasting-34-sparkling-black",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1606902/essence-svincnik-za-oci-longlasting-34-sparkling-black,"cosnova Eastern Europe d.o.o. Roberta Frangeša Mihanovića 9, 10000 Zagreb, Hrvatska info@cosnova.com",1606902,"Odtenek: 34 Sparkling Black Natančen in enostaven nanos Obstojen do 18 ur Kremast namaz in vodoodporna formula Veganska formula s hialuronom in glicerinom essence cosmetics LONGLASTING svinčnik za oči v odtenku 34 Sparkling Black omogoča izjemno enostaven in precizen nanos. Barvica je obstojna tudi do 18 ur, poleg tega je tudi vodoodporna, zato še bolje kljubuje vsem zunanjim vplivom, ki bi vam sicer utegnili razmazati eyeliner. Svinčnik za oči zagotavlja intenzivno in dolgotrajno barvo. Z inovativnim mehanizmom za zasuk ne rabite skrbeti, da bi se svinčnik razmazal in umazal vašo najljubšo toaletno torbico, saj ga po nanosu enostavno ponovno zasukate in pospravite. Poleg barv, kot so črna, rjava in temno siva, so zdaj na voljo tudi modni odtenki, kot so modra, zelena in druge svetleče barve.",,dm,1 kos
4251232217605,"Svinčnik za oči Inside Eye 010 Black Is The New Black, 0,3 g",Svinčniki za oči,CATRICE,3.10,EUR,1,kos,,4.44,80,"ISODODECANE, TRIMETHYLSILOXYSILICATE, SYNTHETIC WAX, POLYETHYLENE, DICALCIUM PHOSPHATE, CAPRYLYL METHICONE, SILICA, POLYMETHYL METHACRYLATE, DIISOSTEARYL MALATE, POLYHYDROXYSTEARIC ACID, POLYPROPYLSILSESQUIOXANE, DISTEARDIMONIUM HECTORITE, STEAROXYMETHICONE/DIMETHICONE COPOLYMER, COPERNICIA CERIFERA (CARNAUBA) WAX, PROPYLENE CARBONATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE). Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Osnovna barva: črni odtenki Učinek: dolgoobstojen, matirajoč Tekstura / konsistenca / nanos: svinčnik Lastnosti izdelka: vegansko","Ni primerno za otroke, mlajše od 3 let.","Posebnost Inside Eye Khol Kajal Svinčnika za oči je, da se lahko nanese neposredno na „waterline“ črto notranje veke. Kot na primer za izrazit Smokey Eyes, dopolnjen z zadimljenimi odtenki senčil in globoko črno maskaro.","https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747493348/assets/pas/images/4d904de1-374b-481c-8f55-5512b07b44b9/catrice-svincnik-za-oci-inside-eye-010-black-is-the-new-black, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747493347/assets/pas/images/0366973c-c6a2-49c9-bf7b-b8f8432ba163/catrice-svincnik-za-oci-inside-eye-010-black-is-the-new-black, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1765531889/assets/pas/images/3e0cd32e-4c4c-45fd-886b-9388f5b37548/catrice-svincnik-za-oci-inside-eye-010-black-is-the-new-black",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1494486/catrice-svincnik-za-oci-inside-eye-010-black-is-the-new-black,"cosnova Eastern Europe d.o.o. Roberta Frangeša Mihanovića 9, 10000 Zagreb, Hrvatska info@cosnova.com",1494486,Dolga obstojnost Visoka pigmentiranost Kremna tekstura Tanka konica Catrice svinčnik za oči Inside Eye je posebej razvit za vodno črto očesa. Z globoko črno teksturo je dosežena izrazita in izjemno dolgo obstojna črta.,,dm,1 kos
50544684,"Svinčnik za oči Kohl Pencil 030 Brown, 4 g",Svinčniki za oči,MAX FACTOR,7.85,EUR,1,kos,"Black,Ice Blue,Brown,Cobalt Blue,Olive",4.66,68,"Hydrogenated Palm Oil, Hydrogenated Coco-Glycerides, Caprylic/Capric Triglyceride, Hydroxylated Lanolin, Synthetic Beeswax, Dimethicone, Stearalkonium Hectorite, Propylparaben, Propylene Carbonate, Tocopherol, Ascorbyl Palmitate, Lecithin, Glyceryl Stearate, Glyceryl Oleate, Citric Acid [+/- CI 75470, CI 77000, CI 77007, CI 77019, CI 77491, CI 77492, CI 77499, CI 77510, CI 77742, CI 77891] Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Osnovna barva: rjava,,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747500127/assets/pas/images/81b40b57-33bf-4237-8e2d-d15a578071ce/max-factor-svincnik-za-oci-kohl-pencil-030-brown, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_320,w_320/v1747500156/assets/pas/images/b4d52486-713f-4647-b27a-a19176a01837/max-factor-svincnik-za-oci-kohl-pencil-030-brown",Ličila > Ličila za oči > Svinčniki za oči,https://www.dm.si/p/d/1021963/max-factor-svincnik-za-oci-kohl-pencil-030-brown,"Orbico d.o.o. Verovškova 72, Ljubljana info.si@orbico.com",1021963,"Idealno za občutljive oči Izjemno mehko pisalo Natančno nanašanje »Smokey eyes« efekt Max Factor svinčnik za oči Kohl Pencil je idealen za občutljive oči. Čvrsta tekstura omogoča natančno nanašanje, hkrati pa je tekstura dovolj mehka za senčenje vek in ustvarjanje odličnega »smokey eyes« efekta.",,dm,1 kos
